OBJECTID,ACCIDENT_NO,ACCIDENT_STATUS,ACCIDENT_DATE,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS_ALL,RMA,RMA_ALL,STAT_DIV_NAME,Year,ALCOHOL_RELATED
3476230,T20190001667,Finished,28/1/2019,No,Collision with vehicle,Monday,LEFT TURN SIDESWIPE,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.95918,-37.78471,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3476231,T20190001671,Finished,28/1/2019,No,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,T intersection,Other injury accident,Not known,No,145.15165,-37.81035,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3476232,T20190001672,Finished,28/1/2019,No,Fall from or in moving vehicle,Monday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,145.87318,-37.55904,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,C,Arterial Other,Arterial Other,Metro,2019,0
3476233,T20190001674,Finished,28/1/2019,No,No collision and no object struck,Monday,OFF CARRIAGEWAY ON LEFT BEND,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,145.31584,-37.56171,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2,2,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,NILLUMBIK,METROPOLITAN NORTH WEST REGION,C,Arterial Other,Arterial Other,Metro,2019,0
3476234,T20190001676,Finished,28/1/2019,No,Collision with vehicle,Monday,OTHER ADJACENT (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,146.5146,-38.20434,Intersection,LATROBE,EASTERN REGION,5,4,0,0,4,1,1,4,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,SMALL_CITIES,SMALL_CITIES,LATROBE,"EASTERN REGION,EASTERN REGION",M,Arterial Highway,"Arterial Highway,Local Road",Country,2019,0
3476236,T20190002287,Finished,6/2/2019,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,144.34983,-38.06553,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,LARGE_PROVINCIAL_CITIES,"RURAL_VICTORIA,LARGE_PROVINCIAL_CITIES",GEELONG,SOUTH WESTERN REGION,,Local Road,Local Road,Country,2019,0
3476237,T20190002291,Finished,6/2/2019,No,Vehicle overturned (no collision),Tuesday,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,T intersection,Serious injury accident,80 km/hr,Yes,144.42254,-38.00437,Intersection,GEELONG,SOUTH WESTERN REGION,4,4,0,1,3,0,1,3,0,3,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,,Local Road,Local Road,Country,2019,0
3476238,T20190002292,Finished,6/2/2019,No,Collision with vehicle,Wednesday,RIGHT FAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,40 km/hr,No,144.35586,-38.1455,Intersection,GEELONG,SOUTH WESTERN REGION,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,,Local Road,Local Road,Country,2019,0
3476239,T20190002295,Finished,6/2/2019,Yes,Collision with vehicle,Wednesday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,145.3159,-38.02507,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3476240,T20190002300,Finished,6/2/2019,No,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.94686,-37.73578,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3476241,T20190002301,Finished,6/2/2019,Yes,Collision with vehicle,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,144.95673,-37.83685,Non-Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,Arterial Other,Arterial Other,Metro,2019,1
3476242,T20190002305,Finished,6/2/2019,No,Vehicle overturned (no collision),Wednesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,146.53284,-38.24945,Non-Intersection,LATROBE,EASTERN REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,LATROBE,"EASTERN REGION,EASTERN REGION",C,Arterial Other,Arterial Other,Country,2019,0
3476243,T20190002310,Finished,6/2/2019,Yes,Collision with vehicle,Tuesday,LEFT TURN SIDESWIPE,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,40 km/hr,No,144.99604,-37.81009,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,YARRA,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3476244,T20190002312,Finished,6/2/2019,Yes,Fall from or in moving vehicle,Tuesday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.97488,-37.79795,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,MELB_URBAN,MELB_URBAN,"YARRA,MELBOURNE",METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3476245,T20190002317,Finished,1/2/2019,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,145.04141,-37.81524,Non-Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3476246,T20190002323,Finished,6/2/2019,Yes,Collision with vehicle,Wednesday,RIGHT THROUGH,Yes,Dark Street lights on,No,T intersection,Other injury accident,50 km/hr,No,144.75547,-36.14232,Intersection,CAMPASPE,NORTHERN REGION,3,1,0,0,1,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,SMALL_CITIES,SMALL_CITIES,CAMPASPE,NORTHERN REGION,,Local Road,Local Road,Country,2019,0
3476247,T20190002326,Finished,23/1/2019,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,144.73233,-37.8236,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WYNDHAM,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3476248,T20190002331,Finished,5/2/2019,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.7892,-37.79897,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,,Metro,2019,0
3476249,T20190002843,Finished,14/2/2019,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,144.77002,-37.74593,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,4,1,0,0,1,3,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3476250,T20190002844,Finished,14/2/2019,No,Collision with a fixed object,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Yes,Day,Yes,Not at intersection,Other injury accident,50 km/hr,Yes,144.94866,-37.65573,Off Road,HUME,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,,,,Metro,2019,0
3476251,T20190002845,Finished,14/2/2019,No,Struck Pedestrian,Wednesday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,146.00458,-36.0134,Non-Intersection,MOIRA,NORTH EASTERN REGION,2,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,TOWNS,TOWNS,MOIRA,NORTH EASTERN REGION,C,Arterial Other,Arterial Other,Country,2019,0
3476252,T20190002849,Finished,14/2/2019,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,144.87887,-37.713,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,M,Freeway,Freeway,Metro,2019,0
3476253,T20190002856,Finished,14/2/2019,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,145.18679,-38.03499,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,3,2,0,0,2,1,1,2,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3476254,T20190002857,Finished,14/2/2019,No,Collision with vehicle,Thursday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,145.27182,-37.99712,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,5,2,0,0,2,3,2,3,0,1,4,0,0,0,0,0,0,0,0,1,0,4,0,4,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,M,Freeway,Freeway,Metro,2019,0
3476255,T20190002868,Finished,14/2/2019,Yes,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.9261,-37.75594,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3476256,T20190002871,Finished,14/2/2019,Yes,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,T intersection,Serious injury accident,60 km/hr,No,145.13778,-37.96064,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3476257,T20190002872,Finished,14/2/2019,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,40 km/hr,No,144.91172,-37.70414,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3476258,T20190002873,Finished,14/2/2019,Yes,Collision with vehicle,Thursday,HEAD ON (NOT OVERTAKING),No,Day,Yes,T intersection,Fatal accident,70 km/hr,No,145.33893,-37.86066,Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3476259,T20190002874,Finished,14/2/2019,Yes,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,100 km/hr,No,144.38042,-36.48718,Intersection,BENDIGO,NORTHERN REGION,5,2,0,0,2,3,0,2,0,3,2,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BENDIGO,NORTHERN REGION,C,Arterial Other,Arterial Other,Country,2019,0
3476260,T20190002877,Finished,14/2/2019,Yes,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),Yes,Dark Street lights on,Yes,T intersection,Other injury accident,60 km/hr,No,145.01529,-37.6726,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,4,1,0,0,1,3,1,2,0,1,2,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3476261,T20190002879,Finished,14/2/2019,Yes,Collision with vehicle,Thursday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,60 km/hr,No,144.35054,-36.80548,Intersection,BENDIGO,NORTHERN REGION,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BENDIGO,NORTHERN REGION,C,Arterial Other,"Arterial Other,Local Road",Country,2019,0
3476262,T20190001127,Finished,19/1/2019,Yes,Collision with a fixed object,Saturday,OUT OF CONTROL (OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,144.90159,-38.45765,Non-Intersection,MORNINGTON,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,SMALL_TOWNS,"SMALL_TOWNS,RURAL_VICTORIA",MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,C,Arterial Other,Arterial Other,Metro,2019,0
3476263,T20190001132,Finished,19/1/2019,Yes,Collision with vehicle,Friday,RIGHT TURN SIDESWIPE,No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,145.42415,-38.17599,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,RURAL_VICTORIA,RURAL_VICTORIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3476264,T20190001134,Finished,19/1/2019,No,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,144.99084,-37.86572,Non-Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3476265,T20190001135,Finished,18/1/2019,No,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,144.11563,-37.35026,Non-Intersection,HEPBURN,WESTERN REGION,3,2,0,1,1,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,HEPBURN,WESTERN REGION,A,Arterial Highway,Arterial Highway,Country,2019,0
3476266,T20190001136,Finished,19/1/2019,Yes,Collision with a fixed object,Saturday,OUT OF CONTROL (OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,Yes,145.01982,-37.68,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,1
3476267,T20190001137,Finished,19/1/2019,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,145.34024,-38.05067,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,C,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3476268,T20190001145,Finished,19/1/2019,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,145.00639,-37.75283,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3476269,T20190001146,Finished,19/1/2019,Yes,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,143.66305,-37.70143,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,GOLDEN PLAINS,SOUTH WESTERN REGION,,Local Road,Local Road,Country,2019,1
3476270,T20190001150,Finished,20/1/2019,Yes,Vehicle overturned (no collision),Sunday,OFF CARRIAGEWAY ON LEFT BEND,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,145.56774,-38.48548,Non-Intersection,BASS COAST,EASTERN REGION,2,2,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BASS COAST,"EASTERN REGION,EASTERN REGION",,Local Road,Local Road,Country,2019,0
3476271,T20190001151,Finished,20/1/2019,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.99087,-37.78865,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,YARRA,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3476273,T20190001157,Finished,20/1/2019,No,Struck Pedestrian,,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,Yes,Day,Yes,Not at intersection,Serious injury accident,50 km/hr,No,144.65558,-38.2686,Non-Intersection,QUEENSCLIFFE,SOUTH WESTERN REGION,2,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,TOWNS,TOWNS,QUEENSCLIFFE,SOUTH WESTERN REGION,,Local Road,Local Road,Country,2019,0
3476274,T20190001158,Finished,20/1/2019,No,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,144.7149,-37.62023,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,2,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,M,Freeway,Freeway,Metro,2019,0
3476276,T20190001679,Finished,28/1/2019,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,145.23307,-37.92801,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,4,2,0,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KNOX,METROPOLITAN SOUTH EAST REGION,C,Arterial Highway,"Arterial Highway,Arterial Other",Metro,2019,0
3476277,T20190001684,Finished,28/1/2019,No,Vehicle overturned (no collision),Monday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),Not known,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,145.95272,-38.03162,Non-Intersection,BAW BAW,EASTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BAW BAW,"EASTERN REGION,EASTERN REGION",C,Arterial Other,Arterial Other,Country,2019,0
3476278,T20190001687,Finished,28/1/2019,No,Collision with vehicle,Monday,RIGHT FAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,145.12083,-37.9847,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3476279,T20190001691,Finished,28/1/2019,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.97986,-38.32877,Non-Intersection,MORNINGTON,METROPOLITAN SOUTH EAST REGION,9,1,0,0,1,8,0,9,0,7,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,B,Arterial Highway,Arterial Highway,Metro,2019,0
3476280,T20190001692,Finished,28/1/2019,No,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,100 km/hr,No,144.21581,-37.89146,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,3,3,1,2,0,0,2,1,0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GOLDEN PLAINS,SOUTH WESTERN REGION,,Local Road,Local Road,Country,2019,0
3476281,T20190001694,Finished,28/1/2019,No,Collision with vehicle,Monday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,145.05391,-37.84606,Non-Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3476282,T20190001697,Finished,28/1/2019,Yes,Collision with vehicle,Sunday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,143.78321,-38.39056,Intersection,COLAC OTWAY,SOUTH WESTERN REGION,3,3,0,0,3,0,2,1,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,COLAC OTWAY,SOUTH WESTERN REGION,C,Arterial Other,"Arterial Other,Local Road",Country,2019,0
3476283,T20190001702,Finished,28/1/2019,Yes,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,80 km/hr,No,145.18856,-37.9617,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,5,3,0,2,1,2,1,3,0,2,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
