OBJECTID,ACCIDENT_NO,ACCIDENT_STATUS,ACCIDENT_DATE,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS_ALL,RMA,RMA_ALL,STAT_DIV_NAME,Year,ALCOHOL_RELATED
3475463,T20190003913,Finished,8/2/2019,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,No,Cross intersection,Serious injury accident,50 km/hr,No,145.05807,-37.88389,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,3,1,0,1,0,2,1,2,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,"Arterial Highway,Local Road",Metro,2019,0
3475464,T20190003923,Finished,28/2/2019,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,145.32941,-38.03696,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,5,3,0,0,3,2,2,3,0,1,4,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,M,Freeway,Freeway,Metro,2019,0
3475465,T20190003929,Finished,27/2/2019,Yes,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,Yes,145.31465,-38.10606,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,5,5,0,3,2,0,1,4,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475466,T20190003935,Finished,28/2/2019,No,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,T intersection,Other injury accident,70 km/hr,No,144.9598,-37.70104,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475467,T20190004760,Finished,13/3/2019,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.83179,-37.74989,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,5,4,0,0,4,1,2,1,0,2,3,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,M,Freeway,"Freeway,Arterial Other",Metro,2019,0
3475468,T20190004763,Finished,13/3/2019,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.47426,-38.1875,Intersection,GEELONG,SOUTH WESTERN REGION,4,1,0,0,1,3,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,TOWNS,TOWNS,GEELONG,SOUTH WESTERN REGION,,Local Road,Local Road,Country,2019,0
3475470,T20190004771,Finished,13/3/2019,No,Struck Pedestrian,Tuesday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.9594,-37.78472,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475471,T20190004793,Finished,13/3/2019,No,Collision with vehicle,Tuesday,U TURN,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,145.14539,-38.06221,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475472,T20190004794,Finished,13/3/2019,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,144.96097,-37.69182,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,M,Freeway,Freeway,Metro,2019,0
3475473,T20190004796,Finished,13/3/2019,No,Collision with vehicle,Tuesday,LEFT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.56819,-37.68431,Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,SMALL_CITIES,SMALL_CITIES,MELTON,METROPOLITAN NORTH WEST REGION,C,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475474,T20190004800,Finished,13/3/2019,Yes,Collision with vehicle,Tuesday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,60 km/hr,No,145.06239,-37.69232,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,4,2,0,0,2,2,2,2,0,1,3,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
3475475,T20190004821,Finished,14/3/2019,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,80 km/hr,No,144.87086,-37.68104,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,1,2,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,M,Freeway,Freeway,Metro,2019,0
3475476,T20190004824,Finished,14/3/2019,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,145.13807,-38.03452,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,7,2,0,2,0,5,3,4,0,4,3,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,M,Freeway,Freeway,Metro,2019,0
3475477,T20190004831,Finished,14/3/2019,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,145.11901,-37.68363,Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,NILLUMBIK,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475478,T20190004843,Finished,14/3/2019,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,70 km/hr,No,144.46882,-38.19032,Intersection,GEELONG,SOUTH WESTERN REGION,3,3,0,0,3,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,TOWNS,TOWNS,GEELONG,SOUTH WESTERN REGION,B,Arterial Highway,"Arterial Highway,Local Road",Country,2019,0
3475479,T20190004846,Finished,14/3/2019,No,Collision with vehicle,Wednesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,145.07456,-37.97757,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475480,T20190003937,Finished,28/2/2019,Yes,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,146.01329,-36.01502,Intersection,MOIRA,NORTH EASTERN REGION,5,1,0,0,1,4,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,TOWNS,TOWNS,MOIRA,NORTH EASTERN REGION,B,Arterial Highway,"Arterial Highway,Local Road",Country,2019,0
3475481,T20190003939,Finished,28/2/2019,Yes,Collision with vehicle,Wednesday,RIGHT THROUGH,Yes,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.36198,-38.16392,Non-Intersection,GEELONG,SOUTH WESTERN REGION,3,1,0,0,1,2,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,Arterial Other,Arterial Other,Country,2019,0
3475482,T20190003943,Finished,1/3/2019,Yes,Collision with vehicle,Friday,RIGHT FAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,80 km/hr,No,145.15192,-37.85274,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,4,3,0,0,3,1,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,"Arterial Highway,Arterial Other",Metro,2019,0
3475483,T20190003948,Finished,1/3/2019,Yes,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,T intersection,Serious injury accident,50 km/hr,No,145.18064,-37.96174,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,2,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475484,T20190003951,Finished,24/2/2019,No,Fall from or in moving vehicle,,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Day,No,Not at intersection,Other injury accident,60 km/hr,No,146.73478,-38.43569,Non-Intersection,WELLINGTON,EASTERN REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,WELLINGTON,"EASTERN REGION,EASTERN REGION",,Local Road,Local Road,Country,2019,0
3475485,T20190003953,Finished,1/3/2019,Yes,Vehicle overturned (no collision),Friday,OFF CARRIAGEWAY ON LEFT BEND,No,Dark Street lights on,Yes,Not at intersection,Fatal accident,80 km/hr,Yes,144.97748,-37.6469,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2,2,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3475486,T20190003954,Finished,1/3/2019,No,Collision with vehicle,Thursday,LEFT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,145.0178,-37.76722,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3475487,T20190003956,Finished,1/3/2019,No,Collision with vehicle,Thursday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,145.00773,-37.83801,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475488,T20190003957,Finished,1/3/2019,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,145.09152,-37.99923,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475489,T20190003961,Finished,28/2/2019,No,Collision with vehicle,Thursday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,145.15839,-38.10294,Non-Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,FRANKSTON,METROPOLITAN SOUTH EAST REGION,M,Freeway,Freeway,Metro,2019,0
3475490,T20190003968,Finished,28/2/2019,No,Fall from or in moving vehicle,Wednesday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Day,No,T intersection,Serious injury accident,60 km/hr,No,145.52311,-37.63317,Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,RURAL_VICTORIA,RURAL_VICTORIA,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,,,,Metro,2019,0
3475491,T20190003969,Finished,1/3/2019,No,Collision with vehicle,Thursday,RIGHT FAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,146.88244,-36.13764,Intersection,WODONGA,NORTH EASTERN REGION,3,2,0,1,1,1,1,2,0,0,2,1,0,0,0,0,0,0,1,0,0,2,0,2,0,0,SMALL_CITIES,SMALL_CITIES,WODONGA,NORTH EASTERN REGION,,Local Road,Local Road,Country,2019,0
3475492,T20190003971,Finished,1/3/2019,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,No,T intersection,Other injury accident,80 km/hr,No,145.16119,-38.10925,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,FRANKSTON,METROPOLITAN SOUTH EAST REGION,M,Freeway,"Freeway,Arterial Highway",Metro,2019,0
3475493,T20190004855,Finished,13/3/2019,No,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,146.47352,-38.1491,Non-Intersection,LATROBE,EASTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,SMALL_TOWNS,SMALL_TOWNS,LATROBE,"EASTERN REGION,EASTERN REGION",C,Arterial Other,Arterial Other,Country,2019,0
3475494,T20190004858,Finished,14/3/2019,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,144.98616,-37.8107,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3475495,T20190004859,Finished,14/3/2019,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,100 km/hr,No,145.33189,-35.92548,Intersection,MOIRA,NORTH EASTERN REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MOIRA,NORTH EASTERN REGION,B,Arterial Highway,"Arterial Highway,Local Road",Country,2019,0
3475496,T20190004865,Finished,14/3/2019,No,Collision with vehicle,Wednesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,145.72466,-38.09908,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,TOWNS,TOWNS,CARDINIA,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475497,T20190004870,Finished,13/3/2019,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,60 km/hr,No,144.92563,-37.75322,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,1,2,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3475498,T20190004872,Finished,14/3/2019,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,145.28419,-38.03374,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,4,2,0,0,2,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3475499,T20190004877,Finished,14/3/2019,Yes,Vehicle overturned (no collision),Wednesday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Dusk/Dawn,Yes,T intersection,Other injury accident,60 km/hr,No,144.35417,-38.18281,Intersection,GEELONG,SOUTH WESTERN REGION,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,Arterial Other,"Arterial Other,Local Road",Country,2019,0
3475500,T20190004880,Finished,13/3/2019,No,Collision with vehicle,Tuesday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,No,Cross intersection,Other injury accident,40 km/hr,No,144.96213,-37.76705,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3475501,T20190004882,Finished,14/3/2019,No,Collision with vehicle,Wednesday,RIGHT FAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,145.57648,-37.77624,Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,3,2,0,2,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,TOWNS,TOWNS,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,"B,C",Arterial Highway,"Arterial Highway,Arterial Other",Metro,2019,0
3475502,T20190004883,Finished,14/3/2019,No,Collision with vehicle,Wednesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,No,Not at intersection,Other injury accident,Camping grounds or off road,No,145.02094,-37.93239,Non-Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475503,T20190004886,Finished,14/3/2019,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,50 km/hr,No,144.3394,-38.19887,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,,Local Road,Local Road,Country,2019,0
3475504,T20190004891,Finished,14/3/2019,Yes,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,Not known,No,145.03856,-37.95747,Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475505,T20190004906,Finished,11/2/2019,Yes,Collision with vehicle,Sunday,RIGHT FAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Other injury accident,70 km/hr,No,144.35197,-38.15172,Intersection,GEELONG,SOUTH WESTERN REGION,4,2,0,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,"A,B",Arterial Highway,Arterial Highway,Country,2019,0
3475506,T20190003973,Finished,1/3/2019,No,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,144.28245,-36.7606,Non-Intersection,BENDIGO,NORTHERN REGION,2,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BENDIGO,NORTHERN REGION,,Local Road,Local Road,Country,2019,0
3475507,T20190003975,Finished,1/3/2019,No,Fall from or in moving vehicle,Friday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,Not known,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,142.48582,-37.15426,Non-Intersection,NORTHERN GRAMPIANS,WESTERN REGION,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,RURAL_VICTORIA,RURAL_VICTORIA,NORTHERN GRAMPIANS,WESTERN REGION,C,Arterial Other,Arterial Other,Country,2019,0
3475508,T20190003976,Finished,1/3/2019,No,Collision with vehicle,Thursday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Other injury accident,50 km/hr,No,145.16137,-37.88358,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3475509,T20190003983,Finished,1/3/2019,No,Collision with vehicle,Friday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,145.01969,-37.64918,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,3,1,0,1,0,2,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3475510,T20190003984,Finished,1/3/2019,No,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,100 km/hr,No,145.55271,-38.38201,Intersection,BASS COAST,EASTERN REGION,2,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,SMALL_TOWNS,SMALL_TOWNS,BASS COAST,"EASTERN REGION,EASTERN REGION",M,Arterial Highway,"Arterial Highway,Local Road",Country,2019,0
3475511,T20190003992,Finished,1/3/2019,No,Collision with vehicle,Thursday,LEFT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,70 km/hr,No,144.74235,-37.34528,Intersection,MACEDON RANGES,NORTHERN REGION,3,1,0,1,0,2,2,1,0,1,2,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,TOWNS,TOWNS,MACEDON RANGES,NORTHERN REGION,C,Arterial Other,"Arterial Other,Local Road",Country,2019,0
3475512,T20190003994,Finished,18/1/2019,No,Fall from or in moving vehicle,Thursday,FELL IN/FROM VEHICLE,No,Day,No,Not at intersection,Other injury accident,100 km/hr,No,146.75354,-36.35854,Non-Intersection,INDIGO,NORTH EASTERN REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,INDIGO,NORTH EASTERN REGION,,Local Road,Local Road,Country,2019,0
3475513,T20190003999,Finished,28/2/2019,Yes,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,No,144.95927,-37.78773,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3475514,T20190004000,Finished,1/3/2019,No,Collision with vehicle,Thursday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,145.8317,-38.08962,Intersection,BAW BAW,EASTERN REGION,3,3,0,0,3,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BAW BAW,"EASTERN REGION,EASTERN REGION",C,Arterial Other,"Arterial Other,Local Road",Country,2019,0
